"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-07","5.9",",,W",,," 0548",",,W","0.8",",,W,2400",,,,,,,"8.9",",,W","5.0",",,W",,,"  100",",,W","  120",",,W","12.5",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-08","6.5",",,W",,," 1821",",,W","4.3",",,W,2400",,,,,,,"11.1",",,W","4.4",",,W",,,"  180",",,W","  180",",,W","13.9",",,W","19.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-09","3.4",",,W",,," 2013",",,W","0.0","T,,W,2400",,,,,,,"12.8",",,W","3.3",",,W",,,"  110",",,W","  110",",,W","10.3",",,W","13.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-10","4.1",",,W",,," 2021",",,W","2.5",",,W,2400",,,,,,,"12.2",",,W","7.2",",,W",,,"  100",",,W","  160",",,W","9.8",",,W","13.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-11","7.2",",,W",,," 1841",",,W","4.1",",,W,2400",,,,,,,"11.1",",,W","6.7",",,W",,,"  120",",,W","  130",",,W","11.2",",,W","17.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-12","4.9",",,W",,," 0105",",,W","3.6",",,W,2400",,,,,,,"9.4",",,W","6.1",",,W",,,"  110",",,W","  100",",,W","9.8",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-13","3.9",",,W",,," 1225",",,W","0.5",",,W,2400",,,,,,,"8.9",",,W","5.6",",,W",,,"  110",",,W","  120",",,W","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-14","3.0",",,W",,," 1152",",,W","6.9",",,W,2400",,,,,,,"7.8",",,W","4.4",",,W",,,"  320",",,W","  330",",,W","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-15","1.7",",,W",,," 0140",",,W","0.5",",,W,2400",,,,,,,"7.2",",,W","4.4",",,W",,,"  250",",,W","  250",",,W","5.4",",,W","6.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-16","0.9",",,W",,," 1838",",,W","0.0",",,W,2400",,,,,,,"8.3",",,W","1.1",",,W",,,"  100",",,W","  100",",,W","3.6",",,W","4.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-17","2.1",",,W",,," 1649",",,W","0.0",",,W,2400",,,,,,,"6.7",",,W","-1.0",",,W",,,"  330",",,W","  320",",,W","6.7",",,W","7.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-18","1.1",",,W",,," 1158",",,W","0.0",",,W,2400",,,,,,,"5.0",",,W","-2.7",",,W",,,"  210",",,W","  210",",,W","4.5",",,W","5.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-19","5.5",",,W",,," 2041",",,W","0.8",",,W,2400",,,,,,,"7.8",",,W","-1.0",",,W",,,"  110",",,W","  110",",,W","11.6",",,W","14.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-20","7.6",",,W",,," 2117",",,W","3.6",",,W,2400",,,,,,,"8.9",",,W","3.9",",,W",,,"  110",",,W","  100",",,W","13.0",",,W","17.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-21","6.9",",,W",,," 0749",",,W","8.4",",,W,2400",,,,,,,"8.9",",,W","2.2",",,W",,,"  120",",,W","  110",",,W","15.7",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-22","3.5",",,W",,," 1353",",,W","0.3",",,W,2400",,,,,,,"8.3",",,W","2.2",",,W",,,"  120",",,W","  200",",,W","7.2",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-23","7.8",",,W",,," 2316",",,W","0.0",",,W,2400",,,,,,,"8.9",",,W","5.0",",,W",,,"  100",",,W","   80",",,W","13.4",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-24","8.1",",,W",,," 1204",",,W","3.6",",,W,2400",,,,,,,"9.4",",,W","7.2",",,W",,,"  110",",,W","  110",",,W","10.7",",,W","14.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-25","6.2",",,W",,," 1910",",,W","5.6",",,W,2400",,,,,,,"10.6",",,W","7.8",",,W",,,"  110",",,W","  120",",,W","10.7",",,W","13.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-26","4.9",",,W",,," 0919",",,W","10.2",",,W,2400",,,,,,,"8.9",",,W","6.1",",,W",,,"  160",",,W","  150",",,W","9.8",",,W","14.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-27","6.9",",,W",,," 1910",",,W","1.0",",,W,2400",,,,,,,"10.0",",,W","4.4",",,W",,,"  110",",,W","  110",",,W","13.0",",,W","16.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-28","2.9",",,W",,," 0007",",,W","8.1",",,W,2400",,,,,,,"8.3",",,W","3.3",",,W",,,"  220",",,W","  120",",,W","9.4",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-02-29","3.0",",,W",,," 1215",",,W","0.0","T,,W,2400",,,,,,,"8.3",",,W","1.7",",,W",,,"  110",",,W","  120",",,W","6.7",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-01","1.9",",,W",,," 1457",",,W","0.0",",,W,2400",,,,,,,"10.6",",,W","1.7",",,W",,,"  100",",,W","  110",",,W","6.7",",,W","8.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-02","2.5",",,W",,," 1241",",,W","0.0",",,W,2400",,,,,,,"10.0",",,W","0.0",",,W",,,"  110",",,W","  110",",,W","7.6",",,W","9.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-03","5.3",",,W",,," 2044",",,W","0.5",",,W,2400",,,,,,,"9.4",",,W","2.2",",,W",,,"  110",",,W","  110",",,W","10.3",",,W","13.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-04","6.0",",,W",,," 0339",",,W","3.8",",,W,2400",,,,,,,"10.0",",,W","4.4",",,W",,,"   90",",,W","  100",",,W","12.5",",,W","17.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-05","4.0",",,W",,," 1500",",,W","1.0",",,W,2400",,,,,,,"10.6",",,W","2.8",",,W",,,"  100",",,W","   90",",,W","8.9",",,W","10.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-06","4.1",",,W",,," 1205",",,W","0.0","T,,W,2400",,,,,,,"10.0",",,W","4.4",",,W",,,"  120",",,W","  130",",,W","9.8",",,W","12.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-07","3.1",",,W",,," 2333",",,W","4.3",",,W,2400",,,,,,,"10.0",",,W","5.0",",,W",,,"  170",",,W","  190",",,W","7.6",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-08","5.0",",,W",,," 1415",",,W","1.5",",,W,2400",,,,,,,"8.9",",,W","3.3",",,W",,,"  120",",,W","  120",",,W","10.7",",,W","13.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-09","5.0",",,W",,," 1242",",,W","1.8",",,W,2400",,,,,,,"7.8",",,W","3.3",",,W",,,"  150",",,W","  150",",,W","10.7",",,W","14.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-10","3.2",",,W",,," 2149",",,W","4.1",",,W,2400",,,,,,,"8.3",",,W","0.0",",,W",,,"  100",",,W","  170",",,W","8.9",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-11","4.3",",,W",,," 0338",",,W","0.5",",,W,2400",,,,,,,,,"5.6",",,W",,,"  160",",,W","  140",",,W","9.4",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-12","3.4",",,W",,," 1458",",,W","0.3",",,W,2400",,,,,,,,,"4.4",",,W",,,"  120",",,W","  130",",,W","10.3",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-13","3.5",",,W",,," 1110",",,W","0.0",",,W,2400",,,,,,,,,"3.9",",,W",,,"  100",",,W","  110",",,W","7.2",",,W","10.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-14","3.2",",,W",,," 1432",",,W","0.0","T,,W,2400",,,,,,,,,"2.8",",,W",,,"  110",",,W","  120",",,W","8.1",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-15","3.9",",,W",,," 1537",",,W","7.9",",,W,2400",,,,,,,,,"2.8",",,W",,,"  160",",,W","  200",",,W","8.9",",,W","11.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-16","4.7",",,W",,," 0707",",,W","6.9",",,W,2400",,,,,,,"7.2",",,W","2.8",",,W",,,"  130",",,W","  140",",,W","8.1",",,W","10.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-17","2.6",",,W",,," 1341",",,W","0.0",",,W,2400",,,,,,,"9.4",",,W","1.7",",,W",,,"  110",",,W","  100",",,W","5.8",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-18","2.6",",,W",,," 2331",",,W","0.0",",,W,2400",,,,,,,"11.1",",,W","1.7",",,W",,,"  100",",,W","  100",",,W","8.9",",,W","10.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-19","5.5",",,W",,," 0154",",,W","0.0","T,,W,2400",,,,,,,"11.1",",,W","8.9",",,W",,,"  110",",,W","  110",",,W","8.1",",,W","9.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-20","3.9",",,W",,," 0626",",,W","0.0",",,W,2400",,,,,,,"13.9",",,W","8.9",",,W",,,"  110",",,W","  110",",,W","9.4",",,W","10.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-21","2.6",",,W",,," 0339",",,W","1.5",",,W,2400",,,,,,,"12.2",",,W","6.7",",,W",,,"  200",",,W","  190",",,W","10.7",",,W","14.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-22","1.6",",,W",,," 2330",",,W","0.0","T,,W,2400",,,,,,,"9.4",",,W","6.7",",,W",,,"  130",",,W","  110",",,W","9.8",",,W","12.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-23","5.5",",,W",,," 0132",",,W","0.0","T,,W,2400",,,,,,,"11.7",",,W","6.7",",,W",,,"  100",",,W","  110",",,W","10.3",",,W","13.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-24","1.9",",,W",,," 1323",",,W","0.0",",,W,2400",,,,,,,"11.1",",,W","3.9",",,W",,,"  230",",,W","  220",",,W","5.8",",,W","6.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-25","3.0",",,W",,," 1508",",,W","4.6",",,W,2400",,,,,,,"8.9",",,W","5.6",",,W",,,"  200",",,W","  190",",,W","8.1",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-26","3.5",",,W",,," 0312",",,W","8.4",",,W,2400",,,,,,,"7.8",",,W","4.4",",,W",,,"  120",",,W","  110",",,W","8.1",",,W","11.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-27","2.1",",,W",,," 1703",",,W","5.1",",,W,2400",,,,,,,"8.9",",,W","4.4",",,W",,,"  300",",,W","  220",",,W","7.6",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-28","4.7",",,W",,," 1521",",,W","25.9",",,W,2400",,,,,,,"10.0",",,W","5.0",",,W",,,"  160",",,W","  160",",,W","9.8",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-29","1.9",",,W",,," 0008",",,W","6.9",",,W,2400",,,,,,,"8.9",",,W","5.0",",,W",,,"  220",",,W","  180",",,W","6.3",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-30","0.8",",,W",,," 0627",",,W","0.0",",,W,2400",,,,,,,"10.6",",,W","5.0",",,W",,,"  220",",,W","  320",",,W","3.1",",,W","3.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-03-31","1.5",",,W",,," 1543",",,W","0.0",",,W,2400",,,,,,,"15.0",",,W","3.9",",,W",,,"  230",",,W","  230",",,W","5.4",",,W","6.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-01","3.0",",,W",,," 1514",",,W","5.6",",,W,2400",,,,,,,"9.4",",,W","7.2",",,W",,,"  210",",,W","  170",",,W","7.2",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-02","2.0",",,W",,," 0211",",,W","0.0","T,,W,2400",,,,,,,"10.6",",,W","3.9",",,W",,,"  290",",,W","  260",",,W","4.5",",,W","5.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-03","3.0",",,W",,," 2301",",,W","0.0","T,,W,2400",,,,,,,"13.9",",,W","4.4",",,W",,,"  100",",,W","   90",",,W","7.2",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-04","2.8",",,W",,," 1609",",,W","5.1",",,W,2400",,,,,,,"9.4",",,W","7.2",",,W",,,"  200",",,W","  190",",,W","9.4",",,W","13.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-05","5.7",",,W",,," 1801",",,W","19.3",",,W,2400",,,,,,,"8.3",",,W","4.4",",,W",,,"  200",",,W","  200",",,W","10.7",",,W","14.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-06","3.2",",,W",,," 2322",",,W","7.6",",,W,2400",,,,,,,"9.4",",,W","4.4",",,W",,,"  110",",,W","  110",",,W","12.5",",,W","15.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-07","6.4",",,W",,," 0055",",,W","0.0","T,,W,2400",,,,,,,"13.3",",,W","7.2",",,W",,,"  110",",,W","  120",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-08","4.2",",,W",,," 0919",",,W","5.1",",,W,2400",,,,,,,"9.4",",,W","4.4",",,W",,,"  290",",,W","  230",",,W","9.8",",,W","12.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-09","1.5",",,W",,," 0915",",,W","0.0",",,W,2400",,,,,,,"8.9",",,W","2.8",",,W",,,"   90",",,W","  360",",,W","4.0",",,W","5.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-10","1.2",",,W",,," 1238",",,W","1.5",",,W,2400",,,,,,,"9.4",",,W","4.4",",,W",,,"  260",",,W","  250",",,W","4.5",",,W","5.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-11","2.2",",,W",,," 1242",",,W","5.1",",,W,2400",,,,,,,"10.0",",,W","6.7",",,W",,,"  200",",,W","  210",",,W","10.3",",,W","14.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-12","4.6",",,W",,," 0307",",,W","0.0","T,,W,2400",,,,,,,"11.1",",,W","7.2",",,W",,,"  100",",,W","  100",",,W","8.9",",,W","10.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-13","3.1",",,W",,," 1050",",,W","1.0",",,W,2400",,,,,,,"10.6",",,W","7.2",",,W",,,"  210",",,W","  200",",,W","7.6",",,W","9.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-14","4.1",",,W",,," 1519",",,W","6.9",",,W,2400",,,,,,,"10.0",",,W","6.7",",,W",,,"  110",",,W","  110",",,W","8.9",",,W","10.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-15","3.9",",,W",,," 1314",",,W","8.6",",,W,2400",,,,,,,"9.4",",,W","5.6",",,W",,,"  180",",,W","  190",",,W","8.9",",,W","11.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-16","2.4",",,W",,," 0209",",,W","7.1",",,W,2400",,,,,,,"10.0",",,W","5.0",",,W",,,"  110",",,W","  110",",,W","6.7",",,W","8.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-17","3.4",",,W",,," 1046",",,W","5.6",",,W,2400",,,,,,,"10.0",",,W","5.0",",,W",,,"  170",",,W","  200",",,W","10.3",",,W","13.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-18","3.0",",,W",,," 1521",",,W","2.5",",,W,2400",,,,,,,"10.0",",,W","4.4",",,W",,,"  250",",,W","  230",",,W","8.9",",,W","13.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-19","2.1",",,W",,," 1659",",,W","0.0",",,W,2400",,,,,,,"11.7",",,W","3.9",",,W",,,"  300",",,W","  300",",,W","5.8",",,W","6.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-20","0.9",",,W",,," 1110",",,W","0.0",",,W,2400",,,,,,,"13.3",",,W","3.3",",,W",,,"  220",",,W","  220",",,W","3.6",",,W","4.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-21","2.6",",,W",,," 1018",",,W","1.3",",,W,2400",,,,,,,"15.0",",,W","7.8",",,W",,,"  230",",,W","  230",",,W","9.4",",,W","11.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00025333","SITKA AIRPORT, AK US","57.0481","-135.3647","4.3","2016-04-22","2.1",",,W",,," 1651",",,W","0.3",",,W,2400",,,,,,,"17.8",",,W","7.2",",,W",,,"  110",",,W","  110",",,W","6.7",",,W","8.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
